pass1_rank,candidate_id,pass1_score,professional_band,band_id,subtype,current_title,years_experience,current_company,location,open_to_work,days_since_active,response_rate,notice_period_days,willing_to_relocate,retrieval_raw,ranking_raw,evaluation_raw,production_raw,ownership_raw,skill_corroboration,positive_evidence,negative_evidence,risk_flags
909,CAND_0033911,312.108000,applied_ml,3,applied_ml,Data Scientist,6.9,Mad Street Den,"Delhi, Delhi",False,38,0.760,120,False,0.5800,1.7369,0.0000,0.9200,1.5800,0.0000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
910,CAND_0062115,312.108000,applied_ml,3,cv_speech_ml,ML Engineer,3.9,upGrad,"Coimbatore, Tamil Nadu",False,23,0.760,60,True,0.1000,0.0000,0.0000,1.3400,1.3400,0.4500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
911,CAND_0063214,312.108000,applied_ml,3,applied_ml,Backend Engineer,7.5,Mindtree,"Chandigarh, Chandigarh",False,32,0.760,60,True,0.0000,0.0000,1.0000,0.9200,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description
912,CAND_0019159,312.100000,applied_ml,3,applied_ml,ML Engineer,6.1,Genpact AI,Seattle,False,20,0.750,45,True,0.6800,0.5808,0.0000,1.9200,1.9200,1.0500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Machine Learning assessment 77.2/100,profile states limited ownership of modeling or deployment | not marked open to work,
913,CAND_0075614,312.100000,applied_ml,3,applied_ml,Analytics Engineer,7.1,Globex Inc,Seattle,False,97,0.750,90,False,0.0000,0.0000,1.0000,1.1602,2.1600,0.9000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
914,CAND_0090542,312.100000,applied_ml,3,applied_ml,Data Scientist,4.3,InMobi,"Vizag, Andhra Pradesh",False,69,0.750,120,False,0.0000,0.0000,0.0000,0.9200,1.9200,1.2000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Kubeflow assessment 78.6/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,
915,CAND_0003706,312.092000,applied_ml,3,applied_ml,Analytics Engineer,5.6,Stark Industries,"Hyderabad, Telangana",False,108,0.740,30,False,0.0000,0.1000,1.0000,0.9200,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,weak:activity_before_signup
916,CAND_0004972,312.092000,applied_ml,3,applied_ml,ML Engineer,6.0,Glance,"Gurgaon, Haryana",False,49,0.740,90,False,0.1000,0.5889,0.0000,1.1602,1.0000,1.5000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Semantic Search assessment 86.5/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
917,CAND_0013755,312.092000,applied_ml,3,applied_ml,Senior Software Engineer,5.8,CRED,"Bangalore, Karnataka",False,28,0.740,120,False,0.1000,0.0000,1.0000,0.9200,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests. | TensorFlow assessment 42.8/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
918,CAND_0015160,312.092000,applied_ml,3,applied_ml,Software Engineer,7.5,Capgemini,"Hyderabad, Telangana",False,126,0.740,60,False,0.1000,0.1000,1.5800,1.0046,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests. | scikit-learn assessment 45.9/100,profile states limited ownership of modeling or deployment | not marked open to work | inactive for 126 days at the fixed reference date,weak:repeated_role_description
919,CAND_0085744,312.092000,applied_ml,3,applied_ml,Senior Software Engineer,7.4,Stark Industries,"Noida, Uttar Pradesh",False,71,0.740,90,True,0.1000,0.0000,1.0000,1.1602,2.1600,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
920,CAND_0004104,312.084000,applied_ml,3,applied_ml,Backend Engineer,6.6,Infosys,"Chennai, Tamil Nadu",False,91,0.730,60,False,0.0000,0.0000,1.0000,0.9200,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description
921,CAND_0008092,312.084000,applied_ml,3,cv_speech_ml,Computer Vision Engineer,4.8,Rephrase.ai,"Kolkata, West Bengal",False,100,0.730,120,False,0.0000,0.1000,0.0000,1.9200,1.9200,0.9000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,weak:repeated_role_description
922,CAND_0029719,312.084000,applied_ml,3,cv_speech_ml,Computer Vision Engineer,3.7,Paytm,"Mumbai, Maharashtra",False,39,0.730,90,False,0.0000,0.0000,0.0000,1.3400,1.3400,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Pinecone assessment 56.3/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,
923,CAND_0051944,312.084000,applied_ml,3,applied_ml,Software Engineer,6.4,Capgemini,"Bhubaneswar, Odisha",False,24,0.730,60,False,0.0000,0.0000,1.0000,0.8202,2.0046,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
924,CAND_0067219,312.084000,applied_ml,3,applied_ml,Software Engineer,5.7,Globex Inc,Sydney,False,105,0.730,30,False,0.0000,0.0000,1.0000,0.9200,1.5800,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
925,CAND_0061683,312.076000,applied_ml,3,applied_ml,Senior Data Engineer,4.2,Dream11,"Mumbai, Maharashtra",False,73,0.720,60,False,0.0000,0.0000,1.0000,0.5800,2.0046,0.0000,Built our experimentation framework that supports the product team's A/B tests. | scikit-learn assessment 53.1/100,profile states limited ownership of modeling or deployment | not marked open to work,
926,CAND_0020719,312.068000,applied_ml,3,applied_ml,Senior Data Engineer,7.1,Globex Inc,"Ahmedabad, Gujarat",False,58,0.710,120,True,0.0000,0.0000,1.0000,0.5800,2.0046,0.6000,Built our experimentation framework that supports the product team's A/B tests. | pgvector assessment 67.5/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:repeated_role_description
927,CAND_0026647,312.068000,applied_ml,3,applied_ml,Analytics Engineer,5.7,PharmEasy,"Noida, Uttar Pradesh",False,42,0.710,60,False,0.0000,0.0000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests. | Forecasting assessment 52.1/100,profile states limited ownership of modeling or deployment | not marked open to work,
928,CAND_0039131,312.068000,applied_ml,3,applied_ml,Senior Software Engineer,7.1,HCL,New York,False,12,0.710,120,False,0.0000,0.0000,1.0000,0.5800,1.8202,0.9000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
929,CAND_0047492,312.068000,applied_ml,3,cv_speech_ml,ML Engineer,4.8,PolicyBazaar,"Vizag, Andhra Pradesh",False,35,0.710,90,True,0.1000,0.5808,0.0000,1.9200,1.5800,1.0500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Information Retrieval assessment 78.3/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,weak:repeated_role_description
930,CAND_0071652,312.068000,applied_ml,3,applied_ml,Data Analyst,7.9,HCL,"Ahmedabad, Gujarat",False,63,0.710,30,False,0.0000,0.0000,1.0000,0.9200,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
931,CAND_0078171,312.068000,applied_ml,3,applied_ml,Data Analyst,7.9,Flipkart,"Kolkata, West Bengal",False,116,0.710,120,True,0.1000,0.0000,1.0000,1.0046,1.8202,1.0500,Built our experimentation framework that supports the product team's A/B tests. | Semantic Search assessment 80.0/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:salary_range_inverted
932,CAND_0002270,312.060000,applied_ml,3,cv_speech_ml,Computer Vision Engineer,3.4,Glance,"Coimbatore, Tamil Nadu",False,57,0.700,90,True,0.6800,0.0000,0.0000,1.9200,1.5800,1.6500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Semantic Search assessment 85.1/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,
933,CAND_0005859,312.060000,applied_ml,3,applied_ml,Senior Data Engineer,6.2,Accenture,"Bhubaneswar, Odisha",False,113,0.700,60,False,0.0000,0.1414,1.0000,0.9200,2.0046,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,weak:salary_range_inverted
934,CAND_0006354,312.060000,applied_ml,3,cv_speech_ml,Data Scientist,4.5,Tech Mahindra,"Mumbai, Maharashtra",False,99,0.700,90,True,0.6800,1.2969,0.0000,1.9200,1.5800,1.0500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Elasticsearch assessment 64.0/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
935,CAND_0021014,312.060000,applied_ml,3,cv_speech_ml,Junior ML Engineer,5.1,Niramai,"Noida, Uttar Pradesh",False,77,0.700,120,True,0.0000,0.1000,0.0000,1.9200,1.9200,0.6000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Forecasting assessment 79.9/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,weak:repeated_role_description
936,CAND_0034148,312.060000,applied_ml,3,cv_speech_ml,ML Engineer,5.0,Zoho,"Vizag, Andhra Pradesh",False,78,0.700,120,False,0.5800,1.2969,0.0000,1.9200,1.9200,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
937,CAND_0041026,312.060000,applied_ml,3,applied_ml,Senior Software Engineer,4.2,Cognizant,"Mumbai, Maharashtra",False,51,0.700,90,False,0.0000,0.1000,1.0000,0.5800,1.5800,0.0000,Built our experimentation framework that supports the product team's A/B tests. | Image Classification assessment 50.6/100,profile states limited ownership of modeling or deployment | career history is entirely in named services/consulting companies | not marked open to work | 90-day notice period,
938,CAND_0051759,312.060000,applied_ml,3,applied_ml,AI Specialist,6.3,Glance,"Trivandrum, Kerala",False,64,0.700,120,True,0.1000,0.0000,0.0000,0.9200,1.9200,0.4500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Forecasting assessment 43.7/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
939,CAND_0068964,312.060000,applied_ml,3,applied_ml,ML Engineer,4.8,Mad Street Den,"Kochi, Kerala",False,22,0.700,30,False,0.0000,0.1000,0.0000,0.9200,1.3400,0.4500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment | not marked open to work,weak:salary_range_inverted
940,CAND_0027120,312.052000,applied_ml,3,applied_ml,Analytics Engineer,6.3,Dream11,"Vizag, Andhra Pradesh",False,78,0.690,120,True,0.0000,0.0000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests. | Forecasting assessment 57.6/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:activity_before_signup
941,CAND_0034767,312.052000,applied_ml,3,applied_ml,ML Engineer,3.5,PharmEasy,"Gurgaon, Haryana",False,100,0.690,120,False,0.0000,0.0000,0.0000,1.3400,1.0000,2.2500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Forecasting assessment 76.8/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
942,CAND_0074430,312.052000,applied_ml,3,applied_ml,Software Engineer,5.6,Razorpay,London,False,99,0.690,120,True,0.0000,0.0000,1.0000,0.9200,1.8202,0.9000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
943,CAND_0075360,312.052000,applied_ml,3,applied_ml,Software Engineer,6.2,Meesho,"Pune, Maharashtra",False,65,0.690,90,False,0.0000,0.0000,1.5800,0.8202,1.8202,1.6500,Built our experimentation framework that supports the product team's A/B tests. | Elasticsearch assessment 78.4/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
944,CAND_0010442,312.044000,applied_ml,3,applied_ml,Senior Data Engineer,3.4,CRED,"Bhubaneswar, Odisha",False,92,0.680,60,True,0.0000,0.0000,1.0000,0.8202,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
945,CAND_0010909,312.044000,applied_ml,3,applied_ml,Analytics Engineer,7.0,Swiggy,Austin,False,127,0.680,120,True,0.1000,0.0000,1.5800,1.1602,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | inactive for 127 days at the fixed reference date | 120-day notice period,weak:repeated_role_description
946,CAND_0017492,312.044000,applied_ml,3,applied_ml,Backend Engineer,6.3,Dream11,Seattle,False,42,0.680,60,False,0.0000,0.0000,1.0000,0.8202,1.8202,1.5000,Built our experimentation framework that supports the product team's A/B tests. | FAISS assessment 69.9/100,profile states limited ownership of modeling or deployment | not marked open to work,
947,CAND_0055551,312.044000,applied_ml,3,applied_ml,Data Engineer,4.1,Vedantu,Austin,False,102,0.680,120,False,0.0000,0.0000,1.0000,0.5800,1.8202,0.6000,Built our experimentation framework that supports the product team's A/B tests. | NLP assessment 79.0/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:salary_range_inverted
948,CAND_0065052,312.044000,applied_ml,3,applied_ml,AI Specialist,4.6,Sarvam AI,"Chandigarh, Chandigarh",False,42,0.680,30,True,0.0000,0.3400,0.0000,1.9200,1.5800,1.0500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Forecasting assessment 69.9/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
949,CAND_0067367,312.044000,applied_ml,3,applied_ml,Analytics Engineer,4.5,TCS,"Pune, Maharashtra",False,14,0.680,30,False,0.0000,0.0000,1.0000,0.5800,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests. | Forecasting assessment 39.9/100,profile states limited ownership of modeling or deployment | career history is entirely in named services/consulting companies | not marked open to work,
950,CAND_0084867,312.044000,applied_ml,3,applied_ml,Data Engineer,7.5,PhonePe,"Hyderabad, Telangana",False,64,0.680,120,False,0.0000,0.0000,1.5800,0.5800,1.5800,1.3500,Built our experimentation framework that supports the product team's A/B tests. | Image Classification assessment 54.8/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:repeated_role_description
951,CAND_0090310,312.044000,applied_ml,3,applied_ml,Data Analyst,3.0,Ola,"Coimbatore, Tamil Nadu",False,26,0.680,120,False,0.1000,0.0000,1.0000,0.5800,1.5800,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:skill_duration_overrun
952,CAND_0000578,312.036000,applied_ml,3,applied_ml,Data Engineer,6.9,Globex Inc,"Pune, Maharashtra",False,53,0.670,120,False,0.0000,0.0000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
953,CAND_0026610,312.036000,applied_ml,3,cv_speech_ml,Computer Vision Engineer,6.4,Vedantu,"Pune, Maharashtra",False,63,0.670,90,False,0.0000,1.6369,0.0000,2.1602,1.5800,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
954,CAND_0095213,312.036000,applied_ml,3,applied_ml,ML Engineer,5.1,Genpact AI,"Gurgaon, Haryana",False,67,0.670,60,True,0.0000,0.0000,0.0000,1.9200,1.0000,0.9000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Python assessment 54.2/100,profile states limited ownership of modeling or deployment | not marked open to work,
955,CAND_0003100,312.028000,applied_ml,3,cv_speech_ml,AI Specialist,5.5,Verloop.io,"Delhi, Delhi",False,71,0.660,90,False,0.1000,0.0000,0.0000,1.9200,1.0000,1.0500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Semantic Search assessment 64.8/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,
956,CAND_0034750,312.028000,applied_ml,3,applied_ml,Data Engineer,7.8,Wayne Enterprises,"Bhubaneswar, Odisha",False,103,0.660,60,False,0.0000,0.0000,1.0000,0.5800,2.0046,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
957,CAND_0062184,312.028000,applied_ml,3,cv_speech_ml,Computer Vision Engineer,5.7,Aganitha,"Kolkata, West Bengal",False,82,0.660,60,False,0.0000,0.3400,0.0000,1.9200,1.5800,0.9000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
958,CAND_0025663,312.020000,applied_ml,3,cv_speech_ml,Computer Vision Engineer,6.4,Razorpay,"Chennai, Tamil Nadu",False,67,0.650,120,False,0.5800,1.4383,0.0000,0.9200,1.9200,1.0500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Pinecone assessment 86.4/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:salary_range_inverted
959,CAND_0010593,312.012000,applied_ml,3,applied_ml,Senior Software Engineer,6.6,Tech Mahindra,Singapore,False,120,0.640,120,True,0.0000,0.1000,1.0000,0.5800,2.0046,1.0500,Built our experimentation framework that supports the product team's A/B tests. | FAISS assessment 81.9/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:activity_before_signup
960,CAND_0040011,312.012000,applied_ml,3,applied_ml,Software Engineer,3.7,Dunder Mifflin,London,False,106,0.640,60,False,0.1000,0.0000,1.0000,0.5800,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
961,CAND_0044586,312.012000,applied_ml,3,applied_ml,Data Analyst,6.4,Meesho,"Gurgaon, Haryana",False,103,0.640,120,False,0.0000,0.0000,1.0000,0.9200,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
962,CAND_0051276,312.012000,applied_ml,3,cv_speech_ml,ML Engineer,3.1,Niramai,"Bhubaneswar, Odisha",False,20,0.640,120,False,0.0000,0.0000,0.0000,1.3400,1.3400,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,
963,CAND_0089546,312.012000,applied_ml,3,ml_platform,Machine Learning Engineer,4.8,Wysa,"Bangalore, Karnataka",False,58,0.640,90,False,0.0000,1.4400,0.3400,3.6408,3.1600,2.1000,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | TensorFlow assessment 76.4/100",not marked open to work | 90-day notice period,weak:activity_before_signup | weak:skill_duration_overrun | weak:repeated_role_description
964,CAND_0004268,312.004000,applied_ml,3,applied_ml,Data Analyst,4.5,Meesho,"Bhubaneswar, Odisha",False,86,0.630,90,False,0.0000,0.1414,1.0000,0.8202,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
965,CAND_0023315,312.004000,applied_ml,3,applied_ml,Data Analyst,4.0,InMobi,"Coimbatore, Tamil Nadu",False,59,0.630,120,False,0.0000,0.0000,1.0000,0.8202,1.8202,1.0500,Built our experimentation framework that supports the product team's A/B tests. | Qdrant assessment 71.9/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
966,CAND_0043430,312.004000,applied_ml,3,cv_speech_ml,Computer Vision Engineer,6.3,Krutrim,"Bangalore, Karnataka",False,28,0.630,120,False,0.0000,0.0000,0.0000,1.3400,1.9200,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,weak:salary_range_inverted
967,CAND_0069232,312.004000,applied_ml,3,cv_speech_ml,ML Engineer,6.3,Yellow.ai,"Pune, Maharashtra",False,74,0.630,120,True,0.5800,0.1000,0.0000,2.1602,1.5800,3.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Feature Engineering assessment 78.2/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,
968,CAND_0083612,312.004000,applied_ml,3,applied_ml,Software Engineer,7.8,Infosys,Berlin,False,75,0.630,60,False,0.1000,0.0000,1.0000,0.5800,2.0046,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
969,CAND_0018454,311.996000,applied_ml,3,cv_speech_ml,Data Scientist,4.6,Locobuzz,"Chennai, Tamil Nadu",False,16,0.620,30,False,0.1000,0.0000,0.0000,1.9200,1.0000,0.9000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
970,CAND_0031109,311.996000,applied_ml,3,applied_ml,Senior Data Engineer,6.7,Initech,"Trivandrum, Kerala",False,111,0.620,120,True,0.0000,0.0000,1.0000,0.5800,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests. | MLflow assessment 39.4/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:repeated_role_description
971,CAND_0035721,311.996000,applied_ml,3,applied_ml,Software Engineer,7.2,Initech,"Indore, Madhya Pradesh",False,85,0.620,120,False,0.0000,0.0000,1.0000,1.0046,1.8202,1.0500,Built our experimentation framework that supports the product team's A/B tests. | Kubeflow assessment 66.8/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
972,CAND_0041517,311.996000,applied_ml,3,applied_ml,Senior Data Engineer,5.6,InMobi,Dubai,False,30,0.620,60,True,0.0000,0.0000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests. | PyTorch assessment 50.3/100,profile states limited ownership of modeling or deployment | not marked open to work,
973,CAND_0061007,311.996000,applied_ml,3,applied_ml,Software Engineer,6.9,PharmEasy,"Gurgaon, Haryana",False,65,0.620,90,True,0.0000,0.0000,1.5800,0.5800,2.0046,0.6000,Built our experimentation framework that supports the product team's A/B tests. | TensorFlow assessment 76.6/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
974,CAND_0013112,311.988000,applied_ml,3,applied_ml,Senior Software Engineer,7.0,Freshworks,Toronto,False,112,0.610,30,False,0.0000,0.1000,1.0000,0.8202,2.0046,0.9000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,
975,CAND_0017616,311.988000,applied_ml,3,applied_ml,Data Analyst,7.8,PolicyBazaar,London,False,104,0.610,60,False,0.0000,0.0000,1.0000,0.8202,2.1600,1.3500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description
976,CAND_0027789,311.988000,applied_ml,3,applied_ml,Data Analyst,6.4,Nykaa,"Coimbatore, Tamil Nadu",False,71,0.610,90,False,0.0000,0.1000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests. | Elasticsearch assessment 54.4/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
977,CAND_0030780,311.988000,applied_ml,3,applied_ml,AI Specialist,3.8,Verloop.io,"Kochi, Kerala",False,13,0.610,45,True,0.0000,0.4400,0.0000,1.3400,1.0000,0.0000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment | not marked open to work,
978,CAND_0041169,311.988000,applied_ml,3,applied_ml,Backend Engineer,3.3,Swiggy,"Kochi, Kerala",False,116,0.610,120,False,0.1000,0.0000,1.0000,0.5800,1.5800,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:activity_before_signup
979,CAND_0041596,311.988000,applied_ml,3,applied_ml,Data Analyst,7.3,Acme Corp,"Chandigarh, Chandigarh",False,10,0.610,90,False,0.0000,0.0000,1.0000,0.9200,1.5800,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
980,CAND_0076431,311.988000,applied_ml,3,applied_ml,Software Engineer,5.3,Ola,"Bhubaneswar, Odisha",False,82,0.610,120,False,0.0000,0.0000,1.0000,0.8202,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
981,CAND_0082447,311.988000,applied_ml,3,applied_ml,Analytics Engineer,5.4,Freshworks,"Kolkata, West Bengal",False,53,0.610,60,False,0.1000,0.0000,1.0000,1.1602,2.1600,0.9000,Built our experimentation framework that supports the product team's A/B tests. | Kubeflow assessment 45.8/100,profile states limited ownership of modeling or deployment | not marked open to work,
982,CAND_0026993,311.980000,applied_ml,3,applied_ml,ML Engineer,3.4,Mad Street Den,"Bhubaneswar, Odisha",False,8,0.600,90,False,0.1000,0.0000,0.0000,0.9200,1.5800,0.0000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:skill_duration_overrun
983,CAND_0047327,311.980000,applied_ml,3,cv_speech_ml,Junior ML Engineer,5.0,Vedantu,"Gurgaon, Haryana",False,29,0.600,60,True,0.1000,1.2969,0.0000,1.9200,1.9200,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | not marked open to work,
984,CAND_0076663,311.980000,applied_ml,3,applied_ml,Data Engineer,4.9,Mindtree,"Chennai, Tamil Nadu",False,36,0.600,120,False,0.0000,0.0000,1.0000,0.5800,1.8202,0.0000,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
985,CAND_0078589,311.980000,applied_ml,3,applied_ml,Software Engineer,5.9,upGrad,"Pune, Maharashtra",False,101,0.600,60,True,0.0000,0.0000,1.0000,0.5800,1.8202,0.4500,Built our experimentation framework that supports the product team's A/B tests.,profile states limited ownership of modeling or deployment | not marked open to work,weak:salary_range_inverted
